-150.4697531,49.4198595,2.1207332,0.15,71,"2013-08-15 00:18:00",
-136.151141,49.4198799,2.120746,2.438360105,68,"2013-08-15 00:48:00",
160.7974773,49.4203105,2.1208847,0.596657356,68,"2013-08-15 01:17:00",
32.76936027,49.4203586,2.120859,0.310161248,73,"2013-08-15 01:47:00",
45.19122951,49.4203313,2.1208865,0.193132079,69,"2013-08-15 02:17:00",
-46.34447763,49.4203748,2.1208399,2.904771936,54,"2013-08-15 02:47:00",
-56.36992228,49.4203523,2.1209006,3.08058436,57,"2013-08-15 03:02:00",
-79.17022692,49.4203425,2.1208091,2.199659064,65,"2013-08-15 03:17:00",
-57.68242788,49.4203195,2.1208604,2.640075756,59,"2013-08-15 03:32:00",
119.6047385,49.4202865,2.1213013,4.592210797,107,"2013-08-15 03:47:00",
-119.3713596,49.4203351,2.1208502,0.230217289,61,"2013-08-15 04:03:00",
-130.0331186,49.4208572,2.1212357,0.622414653,56,"2013-08-15 04:18:00",
-110.1814479,49.4209551,2.1213622,1.897630101,57,"2013-08-15 04:33:00",
-105.5503735,49.425733,2.1529454,1.275343091,68,"2013-08-15 04:49:00",
-50.4798221,49.4257764,2.1529886,1.634655927,74,"2013-08-15 05:04:00",
-75.13771503,49.4257494,2.1530522,0.152315462,78,"2013-08-15 05:20:00",
132.0972863,49.4257417,2.1530974,1.188486432,77,"2013-08-15 05:35:00",
-69.25909529,49.42579,2.1529929,1.006479011,72,"2013-08-15 05:49:00",
-7.478072513,49.4258178,2.1530093,1.43850617,74,"2013-08-15 06:04:00",
71.02650367,49.4294224,2.1628171,8.901078586,93,"2013-08-15 06:19:00",
156.0820322,49.4366665,2.1938755,0.850058821,84,"2013-08-15 06:34:00",
-169.1605004,49.4367554,2.19488,0.02236068,90,"2013-08-15 06:49:00",
-141.8515158,49.4367142,2.1948623,1.016710382,84,"2013-08-15 07:04:00",
-78.42034409,49.4367615,2.1948357,3.209143188,85,"2013-08-15 07:19:00",
-154.1177302,49.4367053,2.1948661,0.598163857,87,"2013-08-15 07:34:00",
111.2398967,49.4343982,2.2342231,10.06113811,149,"2013-08-15 07:49:00",
177.8890544,49.3890273,2.2479799,0.070710678,90,"2013-08-15 08:04:00",
179.6145001,49.3798818,2.2245809,8.781030691,56,"2013-08-15 08:19:00",
9.674338668,49.3869064,2.2525242,0.775241898,66,"2013-08-15 08:34:00",
-168.5897276,49.3879873,2.2529495,1.538830725,17,"2013-08-15 08:49:00",
60.30732478,49.386891,2.2525538,0.161245155,64,"2013-08-15 09:05:00",
158.1325128,49.386895,2.2525678,0.150332964,64,"2013-08-15 09:20:00",
165.3300067,49.3878693,2.25031,1.423516772,-160,"2013-08-15 09:35:00",
-89.85619661,49.3870883,2.252066,0.247386338,30,"2013-08-15 09:50:00",
132.7010737,49.3863934,2.2539331,0.339705755,146,"2013-08-15 10:04:00",
-130.7394455,49.3896112,2.2492129,1.589370945,89,"2013-08-15 10:19:00",
-32.10070631,49.3911699,2.247121,11.18825277,64,"2013-08-15 10:34:00",
121.7770001,49.3789567,2.2273425,5.541525061,9,"2013-08-15 10:49:00",
-131.8188653,49.3854528,2.2509697,0.902718118,-14,"2013-08-15 11:04:00",
-36.55922725,49.385589,2.2503135,0.310644491,68,"2013-08-15 11:20:00",
-58.03502047,49.387664,2.2507149,9.116890917,127,"2013-08-15 11:35:00",
111.6671299,49.3898531,2.2469282,2.095709904,90,"2013-08-15 11:50:00",
-92.10104502,49.3903054,2.2478924,0.863307593,74,"2013-08-15 12:05:00",
174.9374408,49.4087206,2.2727072,17.00144112,-7,"2013-08-15 12:21:00",
-163.2645062,49.408827,2.2722345,0.624339651,46,"2013-08-15 12:36:00",
168.536528,49.4091856,2.272041,0.492036584,-88,"2013-08-15 12:51:00",
-176.3677406,49.4090766,2.2719721,0.182482876,-103,"2013-08-15 13:06:00",
-61.95009975,49.4093085,2.2716433,1.190378091,45,"2013-08-15 13:21:00",
118.1321789,49.40931,2.2715755,0.080622577,60,"2013-08-15 13:36:00",
111.8489168,49.4093786,2.2717467,0.506359556,59,"2013-08-15 13:51:00",
-158.3532256,49.4114544,2.2794514,0.747930478,54,"2013-08-15 14:06:00",
24.19048484,49.4123975,2.2823738,2.920154106,46,"2013-08-15 14:21:00",
56.42563485,49.4123468,2.282375,0.912633552,57,"2013-08-15 14:37:00",
157.1293215,49.4123255,2.2823308,0.242074369,62,"2013-08-15 14:52:00",
116.8792645,49.4121109,2.2812091,0.449221549,-120,"2013-08-15 15:07:00",
-39.18119715,49.4122081,2.2810371,0.770778827,-342,"2013-08-15 15:22:00",
-99.44187383,49.4122724,2.2823433,1.717469068,60,"2013-08-15 15:37:00",
-72.50815416,49.4123184,2.2822971,1.047520883,50,"2013-08-15 15:52:00",
-64.39166778,49.4123419,2.2822374,2.163631207,50,"2013-08-15 16:07:00",
-51.95516179,49.4123632,2.2822744,2.636854186,46,"2013-08-15 16:22:00",
-49.32748989,49.4122594,2.2824643,0.20808652,69,"2013-08-15 16:38:00",
-45.40043542,49.4124003,2.2822261,3.722163349,48,"2013-08-15 16:53:00",
-49.68791561,49.4124245,2.2821824,4.200809446,50,"2013-08-15 17:08:00",
-55.7904067,49.4123168,2.282194,2.541357905,53,"2013-08-15 17:23:00",
17.12716517,49.3902656,2.2471331,6.489437572,104,"2013-08-15 17:40:00",
-110.8383883,49.4313193,2.2421803,0.130384048,84,"2013-08-15 17:56:00",
72.50238059,49.4300996,2.2427931,0.188679623,77,"2013-08-15 18:11:00",
-46.69435287,49.4301176,2.2427959,0.643506022,78,"2013-08-15 18:25:00",
-81.78514316,49.4305876,2.2402014,0.680294054,58,"2013-08-15 18:40:00",
43.27309505,49.4302393,2.2425279,0.987167666,116,"2013-08-15 18:55:00",
-13.10630789,49.4301222,2.2429387,0.701141926,67,"2013-08-15 19:11:00",
114.0994428,49.4333225,2.2320955,0.104403065,87,"2013-08-15 19:26:00",
